Customer ID,Credit Limit,Gender,Education,Marriage Status,Age,Bill_Amount1,Bill_Amount2,Bill_Amount3,Pay_Amount1,Pay_Amount2,Pay_Amount3,Default payment next month
1588,550000,male,post-graduate,single,31,43769,38907,36111,2018,1520,1131,0
1589,450000,female,univeresity,single,36,13500,6350,11670,6364,11728,1532,0
1590,80000,female,univeresity,married,50,2587,2587,50097,2587,50097,2000,0
1591,50000,female,high school,married,48,4064,5987,7719,2000,2000,1000,0
1592,50000,female,univeresity,single,33,49617,50352,49243,1813,0,2169,0
1593,180000,male,univeresity,married,44,70721,69994,70204,8000,3000,3000,0
1594,240000,male,post-graduate,single,35,15432,10835,22134,10851,22258,20076,0
1595,320000,female,high school,single,29,500,500,0,500,0,0,0
1596,480000,female,univeresity,married,35,18214,11031,182123,0,182123,12960,0
1597,150000,female,univeresity,married,37,1184,794,2756,0,2772,0,0
1598,110000,female,post-graduate,single,29,107195,109443,106637,7845,4000,4000,0
1599,240000,male,post-graduate,single,30,7744,7284,11234,7305,11263,10018,0
1600,50000,male,post-graduate,single,33,47853,49474,47822,2412,1500,500,1
